question_index,question,llm_answer,gt_answer,is_correct,context_tokens
694,Phát biểu nào đúng về số chiều tối đa sau khi áp dụng multi-class LDA với C lớp?,B,B,✓,401
695,Nội dung chính của tài liệu Public_122 là gì?,C,C,✓,616
696,Hệ thức nào về hàm mật độ/phân phối đồng thời là đúng khi hai biến ngẫu nhiên xxx và yyy độc lập?,A,A,✓,212
697,Một vật có khối lượng 2 kg chuyển động với vận tốc 5 m/s. Động năng của vật bằng:,D,D,✓,166
698,"Với mức độ rẽ nhánh là b và độ sâu lời giải d, độ phức tạp bộ nhớ của thuật toán BFS là gì?",D,C,✗,309
699,"Trong thuật toán ACO, ký hiệu nào biểu diễn thông tin kinh nghiệm (heuristic information)?",C,C,✓,124
700,Ai là người đầu tiên giới thiệu hệ thống Ant System (AS) trong luận văn năm 1992?,A,A,✓,100
701,Q-Learning và SARSA khác nhau chủ yếu ở điểm nào?,"A,C",C,✗,437
702,"Trong thuật toán BFS, mỗi trạng thái sinh ra b trạng thái kề. Từ nút gốc sẽ sinh ra b nút với độ sâu 1, các nút này lại sinh ra b2 nút với độ sâu 2,... Giả sử nút đích của bài toán nằm ở độ sâu d. Tổng số nút cần mở rộng để tìm ra nút đích là bao nhiêu?",A,A,✓,368
703,CRFs mô hình hóa loại xác suất nào?,C,C,✓,301
704,Hiện tượng quang phổ được ứng dụng chủ yếu để làm gì trong khoa học và kỹ thuật?,A,A,✓,352
705,"Trong multi-class LDA, các ma trận within-class và between-class là gì?",C,C,✓,501
706,Chuẩn-2 (spectral norm) của ma trận A được định nghĩa tương đương với đại lượng nào?,B,B,✓,126
707,Cổng nào trong GRU quyết định mức độ ảnh hưởng của trạng thái trước đó lên trạng thái mới?,"A,B,C,D",C,✗,173
708,Các ứng dụng thực tiễn quan trọng của định luật Pascal trong đời sống và kỹ thuật là gì?,B,B,✓,354
709,"Yếu tố giữ vai trò quyết định trong việc phân loại cân bằng bền, cân bằng không bền và cân bằng phiếm định là:",D,C,✗,418
710,Đơn vị của gia tốc hướng tâm trong hệ SI là:,B,B,✓,150
711,Điện tích dương và điện tích âm có tính chất gì khi tương tác với nhau?,B,B,✓,430
712,"Một vật nặng 10 kg đặt trên mặt đất chịu tác dụng của trọng lực khoảng bao nhiêu? (Lấy g≈9,8m/s2)",B,B,✓,133
713,"Nếu ảnh gốc có 3 kênh RGB với giá trị tại 1 điểm ảnh lần lượt là (120, 90, 60), thì giá trị Intensity Map theo định nghĩa trong HVI là bao nhiêu?",A,A,✓,120
714,"Trong Linear Regression, hàm mất mát và đạo hàm theo công thức trong tài liệu Public_107 lần lượt là gì?",A,A,✓,212
715,Một ô tô chạy trên đường vòng bán kính 50 m với tốc độ 36 km/h. Hỏi gia tốc hướng tâm của ô tô là bao nhiêu?,A,A,✓,226
716,Mục tiêu của quá trình huấn luyện Linear-Chain CRFs là gì?,C,C,✓,392
717,Nhược điểm của thuật toán K láng giềng trong học đa nhãn là gì?,D,D,✓,417
718,"Trong ứng dụng phân loại văn bản, hai vấn đề chủ yếu cần giải quyết khi sử dụng phân loại Naive Bayes là gì?",B,B,✓,342
719,Thành phần nào mô tả xác suất chuyển giữa các trạng thái ẩn trong HMM?,A,A,✓,194
720,"Theo định luật Kepler, tất cả các hành tinh chuyển động trên quỹ đạo nào, và vận tốc bán kính nối từ Mặt Trời đến hành tinh quét diện tích trong thời gian bằng nhau có ý nghĩa gì?",B,B,✓,309
721,Âm học là ngành nghiên cứu về hiện tượng nào?,B,B,✓,258
722,Hiện tượng nào giải thích được cả màu sắc cầu vồng và màu đỏ cam lúc hoàng hôn?,A,A,✓,342
723,"Yếu tố ""đầu ra = 1 nếu dự đoán đúng và = 0 nếu ngược lại"" nằm trong các đo độ nào được nhắc đến trong tài liệu?",B,A,✗,378
724,"Một sóng cơ truyền dọc theo sợi dây có vận tốc 
v=20m/s. Biết tần số của sóng là 
f=5Hz. Bước sóng của sóng này bằng bao nhiêu?",C,C,✓,160
725,Hiện tượng con quay hồi chuyển không bị đổ khi quay nhanh là do:,B,B,✓,414
726,Tiêu chuẩn Rayleigh dùng để làm gì?,C,C,✓,492
727,"Nếu ảnh đầu vào có kích thước 32×32, bộ lọc 5×5, stride = 1, padding = 0, thì kích thước đầu ra là bao nhiêu?",B,B,✓,257
728,Chìa khóa giúp LSTM truyền tải thông tin xuyên suốt nhiều bước thời gian là gì?,C,C,✓,321
729,"Trong vật lý, những đại lượng nào là vô hướng?","C,D",C,✗,174
730,Các thành phần nào thuộc cơ chế Lighten Cross-Attention (LCA)?,D,D,✓,246
731,"Đối với sóng cơ học, (1) cần có điều kiện gì để sóng truyền được, và (2) khi sóng truyền thì năng lượng có đặc điểm gì?",A,A,✓,352
732,Nội dung chính của tài liệu Hidden Markov Model là gì?,C,C,✓,670
733,"Trong sóng ngang, các phần tử của môi trường dao động theo hướng nào?",B,B,✓,160
734,Nội dung chính của tài liệu `Public_120` là gì?,B,C,✗,425
735,Phương pháp chuyển đổi nhị phân (BR) được hiểu như thế nào?,C,C,✓,313
736,Định nghĩa quang phổ trong tài liệu Public_149 là gì?,A,A,✓,366
737,"Trong công thức tính xác suất đồng thời P(X1, X2... Xn) của mạng Bayes có một tham số khác, đó là gì?",B,B,✓,201
738,Phương pháp chuyển đổi nhị phân được sử dụng trong các thuật toán MLL nào (được nhắc đến trong tài liệu)?,B,B,✓,384
739,"Với ma trận trực giao U (UTU=IU^TU=IUTU=I), biểu diễn toạ độ mới yyy của một vector xxx trong hệ cơ sở U là gì?",B,B,✓,173
740,"Theo tài liệu Public_195, Trí tuệ nhân tạo (AI) trong giáo dục bắt đầu được biết đến mạnh mẽ từ năm nào?",B,B,✓,105
741,"Theo tài liệu, trong mô hình phòng vệ theo chiều sâu (Defence in Depth), yếu tố nào được coi là lớp bảo vệ đầu tiên?


",A,A,✓,117
742,"Theo tài liệu, trong quá trình đăng ký Tableau, người dùng cần cung cấp một số thông tin cá nhân. Nếu một người dùng nhập sai địa chỉ email trong bước đăng ký, hệ quả nào có thể xảy ra?
",A,A,✓,244
743,"Theo tài liệu Public_180, Stress Testing và Soak Testing là gì?",C,C,✓,108
744,"Theo tài liệu Public_194, MongoDB là gì?",B,B,✓,377
745,"Khi lựa chọn công cụ AI để thiết kế học liệu điện tử, giáo viên nên ưu tiên tiêu chí nào quan trọng nhất để đảm bảo hiệu quả dạy học?",A,A,✓,498
746,Nêu 1 ưu điểm và 1 nhược điểm của Oracle được đề cập trong tài liệu Public_190.,A,A,✓,128
747,"Trong bảy vùng của hạ tầng CNTT, nếu một tổ chức chỉ tập trung bảo mật kỹ ở vùng WAN mà bỏ qua vùng Người dùng (User domain), hệ quả nào có khả năng xảy ra nhất?
",B,B,✓,405
748,"Trong giải thuật DES, kích thước hiệu dụng của khóa là bao nhiêu bit?",B,B,✓,73
749,Các giai đoạn phát triển phần mềm,A,A,✓,772
750,"Trong tấn công DoS/DDoS, mục tiêu chính của kẻ tấn công là gì?",B,B,✓,410
751,"Dựa vào tài liệu Public_254, nếu mục tiêu là giấu thông tin trong ảnh rồi truyền đi mà vẫn muốn thông tin ẩn không bị mất khi ảnh bị nén bằng phương pháp không làm mất dữ liệu hoặc chỉnh sửa nhẹ, định dạng ảnh nào là lựa chọn phù hợp nhất?",B,B,✓,365
752,Điện dung ký hiệu trên tụ gốm thường được ghi theo dạng nào?,C,B,✗,202
753,Xác định đúng sự kết hợp giữa “loại HTTT” và “vai trò chính” mà văn bản mô tả:,A,A,✓,594
754,"Qua nội dung của tài liệu Public_166, có thể rút ra nhận định tổng quan nào về quản lý an toàn thông tin?",B,B,✓,514
755,Các đóng góp cụ thể và cơ chế chính của cách mạng kỹ thuật số trong việc thúc đẩy các mục tiêu phát triển bền vững là gì?,B,B,✓,661
756,"
Tấn công SYN Flood khai thác điểm yếu nào trong giao thức TCP?",B,B,✓,272
757,"Theo tài liệu Public_175, người dùng cần có những điều kiện cơ bản nào để sử dụng Zoiper?",B,B,✓,150
758,"Trong tài liệu có nêu: vi rút, sâu và zombie đều có khả năng tự lây nhiễm (self-infection/self-replicate). Nếu hệ thống bị nhiễm cả vi rút và sâu, nguy cơ nào là đáng lo ngại nhất?",B,B,✓,542
759,"Theo Phụ lục III, phương thức kết nối đến Cổng dịch vụ chứng thực chữ ký số công cộng là gì?",B,B,✓,244
760,"Theo kịch bản tấn công Smurf, nếu một mạng LAN có 200 máy và tất cả đều phản hồi ICMP về máy nạn nhân, điều gì có thể xảy ra?",A,A,✓,377
761,Kafka ban đầu được phát triển bởi ai?,B,B,✓,85
762,Văn bản phân biệt “di chuyển cơ sở dữ liệu” và “sao chép cơ sở dữ liệu” như thế nào?,B,B,✓,361
763,"Qua việc so sánh DES, 3-DES và AES, có thể rút ra nhận định tổng quan nào về xu hướng phát triển của các giải thuật mã hóa khóa đối xứng?",A,A,✓,685
764,"Trong trường hợp, số lượng consumer trong cùng một consumer group nhiều hơn số lượng partition của một topic thì xảy ra vấn đề gì? ",D,A,✗,301
765,Thuật toán mật mã nào bắt buộc áp dụng cho chữ ký số theo quy định kỹ thuật trong Thông tư?,B,B,✓,262
766,Mục đích chính của việc bổ sung luồng trình ký Voffice trong hệ thống là gì?,A,A,✓,198
767,"Theo Microsoft, lỗ hổng bảo mật được phân loại theo mấy mức độ nghiêm trọng?",C,C,✓,146
768,"Nếu một nhóm phát triển muốn xem xét thay đổi từ repository từ xa trước khi quyết định có nên hợp nhất chúng vào nhánh chính hay không, theo văn bản, họ nên sử dụng thao tác nào, và lý do?",B,B,✓,161
769, Devops khác biệt gì so với Sysadmin?,B,B,✓,501
770,Zoiper có thể hỗ trợ nhiều giao thức kết nối và nhiều nền tảng thiết bị. Phần mềm này hỗ trợ những giao thức nào và có thể cài đặt trên những hệ điều hành nào?,A,A,✓,157
771,"Trong phần “Ưu điểm của PostgreSQL”, văn bản liệt kê những điểm nào?","A,B,C","A,B,C",✓,130
772,"Dựa trên thông tin về quantum supremacy của Google và IBM trong tài liệu `Public_199`, nếu một công ty khác tuyên bố có 130 qubit, số qubit này gấp bao nhiêu lần số qubit của Google và hơn số qubit của IBM bao nhiêu?",A,A,✓,153
773,"Trong học phần An toàn mạng (Network Security), người học cần đạt được những chuẩn đầu ra nào sau đây?",A,A,✓,412
774,"Theo tài liệu, mã hóa khóa đối xứng còn được gọi bằng tên nào?
",B,B,✓,104
775,"Khi tạo nhóm làm việc mới trong Tableau, sau khi nhập tên nhóm, người dùng cần thao tác gì tiếp theo?",B,B,✓,85
776,"Từ các dạng tấn công (SYN Flood, Smurf, DDoS, giả mạo địa chỉ, nghe lén) được mô tả trong tài liệu Public_154, hãy rút ra nhận định tổng quan về đặc điểm của các tấn công từ chối dịch vụ và tấn công mạng.",D,D,✓,662
777,"Theo tài liệu Public_168, mục tiêu chính của Tableau là gì?",B,B,✓,1400
778,"Theo tài liệu Public_184, HTTT quản lý cung cấp dạng thông tin nào và hệ thống hỗ trợ quyết định cung cấp thông tin gì?",B,B,✓,2864
779,Mục tiêu Phát triển bền vững 6 (SDG 6) của Liên hợp quốc nhằm đảm bảo điều gì?,A,A,✓,2128
780,Lịch sử phát triển các mô hình triển khai ứng dụng,A,A,✓,650
781,Luồng nhập điểm của giảng viên và nội dung hiển thị khi nhập là?,B,B,✓,3033
782,Kể tên 2 công việc của Devops,C,C,✓,1646
783,"Theo tài liệu, hệ thống IDS hoạt động chủ yếu ở lớp nào trong mô hình OSI?



",D,C,✗,2185
784,"Trong bốn phương pháp đánh giá rủi ro, phương pháp nào đòi hỏi chi phí lớn về thời gian, nguồn lực và yêu cầu chuyên gia có trình độ cao?",C,C,✓,3070
785,Điểm khác biệt cơ bản giữa tấn công DoS và tấn công DDoS là gì?,B,B,✓,2030
786,"Dựa vào tài liệu Public_166, hãy xác định ưu điểm chính và nhược điểm nổi bật của phương pháp không chính thức được đề cập.",B,B,✓,2580
787,Thuật toán Shor có vai trò gì trong lịch sử phát triển Máy tính lượng tử?,A,A,✓,2778
788,"Theo tài liệu, yếu tố nào khiến cho học liệu điện tử (HLĐT) trở thành công cụ đặc biệt phù hợp trong bối cảnh chuyển đổi số giáo dục?",B,B,✓,2190
789,Nêu 1 lý do cần Kubernetes và lý do container trở nên phổ biến,A,A,✓,1928
790,"Qua các đặc điểm được mô tả trong tài liệu Public_159, có thể rút ra nhận định tổng quan nào về ưu điểm nổi bật của mã hóa khóa bất đối xứng so với mã hóa khóa đối xứng?",B,B,✓,2542
791,"Theo tài liệu Public_185, các loại báo cáo mà Jira cung cấp có đặc điểm chung nào?",A,A,✓,1645
792,"Theo tài liệu, sau khi đã tạo dự án, người dùng có thể chỉnh sửa bằng cách click dấu “ba chấm” cạnh tên dự án. Nếu muốn thay đổi chủ sở hữu của dự án, người dùng cần chọn thao tác nào trong danh sách hiện ra?",C,C,✓,1606
793,"Dựa trên tài liệu Public_163, hãy xác định một thực thể tham gia mô hình giao dịch SET và một nhiệm vụ chính của thực thể đó.",C,"A,C",✗,2536
794,"Nếu trong mạch lọc nguồn ta thay tụ hóa phân cực bằng tụ gốm không phân cực, điều gì có khả năng xảy ra?",B,B,✓,2233
795,"Nếu một hệ thống phải xử lý khối lượng lớn dữ liệu động và thường xuyên thay đổi, nhược điểm nào của GraphQL có thể khiến việc tối ưu hiệu suất trở nên phức tạp hơn?",B,B,✓,1886
796,"Nếu một doanh nghiệp chỉ triển khai “HTTT quản lý” mà không có “hệ thống hỗ trợ quyết định”, hậu quả nào dễ xảy ra nhất?",B,B,✓,3316
797,"Theo tài liệu Public_182, DoS và DDoS là gì?",D,D,✓,1881
798,"Theo tài liệu Public_165, tường lửa lọc gói (Packet-filtering firewall) hoạt động dựa trên nguyên tắc nào?",A,A,✓,2210
799,"Khi client chỉ cần một phần thông tin cụ thể từ server, GraphQL giúp loại bỏ tình trạng nào để tối ưu hóa tải trọng dữ liệu?",A,A,✓,2253
800,Nêu một đặc điểm nổi bật của hệ thống quản lý gói trên Ubuntu và phương pháp cài đặt Driver Nvidia sử dụng kho lưu trữ chuẩn.,D,D,✓,2381
801,Hệ thống được mô tả trong tài liệu Public_282 sử dụng công nghệ nào để xây dựng giao diện người dùng (UI/UX)?,B,B,✓,1742
802,Loại tấn công nào gửi nhiều HTTP request làm quá tải server?,C,C,✓,1982
803,Tóm tắt nội dung chính của học phần An toàn mạng (INT1482)?,C,C,✓,1277
804,"Nếu một nhóm dự án nhỏ (dưới 3 tháng) lựa chọn Jira, rủi ro lớn nhất theo tài liệu là gì?",B,B,✓,3133
805,Quản lý dự án giúp doanh nghiệp đạt được mục tiêu chiến lược như thế nào?,B,B,✓,2430
806,Tổng quan về Kubernetes trong tài liệu Public_192,A,A,✓,2205
807,"Qua toàn bộ phần trình bày trong tài liệu Public_167, có thể rút ra nhận định tổng quan nào về cách tiếp cận an toàn thông tin?",B,B,✓,2666
808,"Khi công ty có một nhóm QA/Tester với background là ít kỹ năng lập trình, theo bạn thì lựa chọn công cụ nào phù hợp nhất để phù hợp với đội nhóm cho việc kiểm thử tự động?",A,B,✗,2728
809,"Chọn mô tả chính xác nhất về mối quan hệ chức năng giữa Dart, Framework và SDK theo nội dung văn bản:",C,C,✓,2693
810,"Theo tài liệu, phương pháp kết hợp bắt đầu bằng đánh giá rủi ro ở mức cao, sau đó chuyển sang đánh giá chi tiết. Nếu đánh giá ở mức cao ban đầu không chính xác, hậu quả nào có thể xảy ra?",B,B,✓,3868
811,"Theo tài liệu, những ưu điểm nổi bật nào của Jira được liệt kê?","A,B,D","A,B,D",✓,1660
812,"Olympic 2004 tại Hy Lạp dự kiến kinh phí 2 tỷ EURO, nhưng phải chi tới 12 tỷ EURO. Vậy chi phí thực tế đã vượt bao nhiêu phần trăm (%) so với kế hoạch ban đầu?","A,B,C,D",B,✗,4042
813,Mục tiêu chính của kiểm thử hiệu năng trong việc đánh giá khả năng đáp ứng và ổn định của hệ thống là gì?,A,A,✓,2681
814,"Trong hệ thống phân bổ giảng đường, nếu một giảng đường đang được lên lịch sử dụng cho lớp học chính khóa nhưng đồng thời có sự cố hỏng thiết bị, hệ thống sẽ xử lý thế nào và ai chịu trách nhiệm xử lý sự cố?",C,C,✓,1662
815,"Kiểm thử tự động là gì, các nguyên tắc cơ bản và lợi ích chính của nó?",A,A,✓,1693
816,"Trong quy trình khai báo mã KH COD hàng ngày, khi khách hàng chưa xác thực OTP, hệ thống xử lý yêu cầu ra sao và trạng thái thay đổi thế nào nếu sau 72 giờ vẫn chưa xác thực?",B,B,✓,1085
817,Mục đích chính của quá trình ETL trong quản lý dữ liệu là gì?,B,B,✓,984
818,"Nếu hệ thống sử dụng khóa 64 bit, không gian khóa là 2⁶⁴. Giả sử một kẻ tấn công có thể thử 1 tỉ khóa/giây, thời gian cần để thử hết toàn bộ không gian khóa gần bằng bao nhiêu?

","A,B,C",B,✗,2856
819,Các phiên bản Ubuntu LTS và các phiên bản hiện đang được hỗ trợ.,D,A,✗,2002
820,"Hãy xác định hai cách thêm người dùng vào Tableau, và thao tác đầu tiên trong mỗi cách.",A,"A,B",✗,1430
821,Bước nào nêu rõ các tiêu chí và quy trình để lựa chọn công cụ kiểm thử phù hợp?,C,C,✓,1620
822,"Theo tài liệu Public_152, trong bảy vùng của hạ tầng CNTT, vùng nào được đề cập là có nhiều mối đe dọa và nguy cơ nhất?",C,C,✓,2273
823,Quá trình thực hiện một giao dịch dựa trên SET gồm mấy bước,D,D,✓,2476
824,"Transactional outbox pattern lưu message ở đâu, và thành phần nào chịu trách nhiệm đọc & publish message đó?",B,B,✓,1541
825,"Nếu một công ty vừa và nhỏ chọn Jira để quản lý dự án Agile, trong khi đội ngũ nhân viên còn hạn chế về tiếng Anh và ngân sách, họ sẽ đối mặt với những khó khăn nào nhất",A,A,✓,2121
826,"Theo văn bản, Git khác biệt so với VCS cục bộ như SVN ở điểm nào, và Git hỗ trợ thao tác nào giúp phát triển song song mà vẫn an toàn?",A,A,✓,1690
827,"Theo tài liệu, tài sản an toàn thông tin bao gồm những loại nào?",A,A,✓,2332
828,Các thuật ngữ thường dùng của MongoDB,A,A,✓,1153
829,"Theo tài liệu, để thêm nhãn dữ liệu trong Tableau, bước đầu tiên cần thực hiện là gì?",B,B,✓,1318
830,Điện trở màng than có ưu điểm gì về độ ổn định và nhược điểm gì khi làm việc ở nhiệt độ cao?,A,A,✓,1853
831,Nội dung chính của văn bản Public_263 là gì?,A,A,✓,2434
832,"Theo tài liệu, số vòng lặp xử lý trong giải thuật AES khi sử dụng khóa 192 bit là bao nhiêu?
",B,B,✓,1876
833,"Hãy xác định (i) công thức mối quan hệ giữa tấn công, mối đe dọa và lỗ hổng, và (ii) ví dụ một dạng tấn công theo mục đích.",B,B,✓,1605
834,"Trong giải thuật RSA, độ an toàn được dựa trên tính khó của bài toán nào?



",A,A,✓,3702
835,"Từ các phương pháp mã hóa (thay thế, hoán vị, XOR, Vernam, khóa chạy, hàm băm), hãy rút ra nhận định tổng quan về các nguyên lý mã hóa cơ bản hoặc các điểm khác biệt chính giữa chúng.",A,A,✓,1980
836,"Hãy xác định (i) năm DSA được NIST công nhận là chuẩn chữ ký số, và (ii) tên của một thành phần trong PKI có nhiệm vụ xác minh thông tin nhận dạng của người dùng.
",C,"A,C",✗,2510
837,Public_179 mô tả những nhiệm vụ nào trong thiết kế và phát triển kịch bản kiểm thử tự động?,D,D,✓,1236
838,"Hãy xác định (i) phần mềm độc hại nào thường giả danh chương trình có ích để lừa người dùng, và (ii) ví dụ một hình thức lây nhiễm đặc trưng của nó.


",A,A,✓,1652
839,Mục tiêu của tấn công DoS là gì?,A,A,✓,2070
840,"Theo tài liệu Public_174, ETL (Extract, Transform, Load) được hiểu là gì?",B,B,✓,1592
841,Tổng quan về các tính năng và nguyên lý hoạt động của Ubuntu,B,B,✓,1908
842,Khóa bí mật trong tài liệu Public_283 được hiểu là gì?,B,B,✓,2218
843,"Theo tài liệu, giao thức SSL/TLS được xây dựng dựa trên phiên bản nào của SSL?",B,B,✓,1778
844,"Dựa vào quy định về tín chỉ được nêu trong tài liệu Public_263, nếu sinh viên đang chọn tổng 9 tín chỉ, cần thêm tối thiểu bao nhiêu tín chỉ để nút Lưu được bật?",B,B,✓,2881
845,Zoiper được biết đến là loại phần mềm gì?,C,C,✓,1861
846,"Theo tài liệu, Estuary Flow sử dụng tính năng nào của MySQL để sao chép dữ liệu hiệu quả về chi phí?",C,C,✓,1469
847,Số lượng mô hình phòng thủ phổ biến trong an toàn mạng được đề cập trong tài liệu Public_253 là bao nhiêu?,B,D,✗,756
848,"Trong hệ sinh thái Tableau, thành phần nào cho phép người dùng chuẩn bị và làm sạch dữ liệu trước khi phân tích?
",B,B,✓,1705
849,"Theo tài liệu Public_160, DSA có ưu điểm nổi bật nào so với RSA?",B,B,✓,2694
850,"Nếu Spike Testing thất bại liên tục, điều gì xảy ra khi một số lượng lớn người dùng truy cập cùng một lúc vào một hệ thống thương mại điện tử?",B,B,✓,1860
851,"Theo nội dung văn bản, thành phần nào trong Flutter chịu trách nhiệm cung cấp công cụ (ví dụ: trình biên dịch) để biên dịch mã nguồn thành mã gốc (native code) cho từng hệ điều hành, giúp ứng dụng hoạt động mượt mà trên mỗi nền tảng?",B,B,✓,1744
852,"Qua các nội dung trong tài liệu, có thể rút ra nhận định tổng quan nào về lợi ích khi sử dụng Tableau trong doanh nghiệp?
",B,B,✓,1500
853,"Theo tài liệu, pgloader cho phép thực hiện những tác vụ nào, và pg-chameleon được dùng trong trường hợp nào?",A,A,✓,4214
854,"Trong lịch sử phát triển mật mã, năm 1977 đánh dấu sự ra đời của giải thuật nào?",C,C,✓,2712
855,Mục đích chính của hệ thống thông tin quản lý và phân bổ giảng đường là gì?,B,B,✓,1744
856,Cung cấp tổng quan về Oracle Database dựa trên nội dung trong tài liệu Public_190.,A,A,✓,1994
857,Tóm tắt các nội dung chính của văn bản này,B,D,✗,2896
858,"Những công cụ AI nào đã thực sự được phát triển trong giáo dục từ những năm 2000 đến nay, và chúng có vai trò gì?",B,B,✓,2698
859,Jira được phát triển bởi công ty nào?,B,B,✓,3154
860,Ba thuộc tính cốt lõi cần bảo vệ trong an toàn thông tin là gì?,A,A,✓,1662
861,Hãy cho biết các thành phần chính của an toàn thông tin và nêu vai trò của chính sách an toàn thông tin đối với các thành phần đó.,A,A,✓,2248
862,"Hãy xác định phiên bản Tableau miễn phí và đặc điểm nổi bật của phiên bản này.
",C,C,✓,1424
863,"Theo tài liệu Public_162, điểm khác biệt quan trọng giữa IDS và IPS là gì?",D,B,✗,1200
864,GraphQL được coi là một ngôn ngữ gì trong lĩnh vực phát triển API?,C,C,✓,1950
865,"Theo tài liệu Public_197, những yêu cầu cụ thể nào về cơ sở vật chất được xem là thách thức lớn nhất khi ứng dụng AI?",B,A,✗,1769
866,"Giả sử một start-up có nguồn lực hạn chế nhưng cần ra mắt nhanh một MVP đa nền tảng với mức độ tùy biến giao diện tương đối cao. Dựa trên văn bản, hai yếu tố nào là NHẤT QUYẾT ĐỊNH cho quyết định chọn (hoặc không chọn) Flutter trong trường hợp này? (Chọn 2.)",A,"A,B",✗,1829
867,Tổng quan Devops dành cho người mới bắt đầu là gì?,C,C,✓,1646
868,Mục đích chính của việc xây dựng Cổng kết nối dịch vụ chứng thực chữ ký số công cộng là gì?,B,B,✓,2264
869,Giao diện của phần mềm softphone Zoiper được thiết kế như thế nào để người dùng cảm thấy quen thuộc khi sử dụng?,B,B,✓,2256
870,"Theo tài liệu, chuỗi giá trị băm đầu ra của MD5 có kích thước bao nhiêu bit?


",A,A,✓,2857
871,"Theo tài liệu, điểm khác biệt chính giữa tường lửa có trạng thái (Stateful) và không trạng thái (Stateless) là gì?",A,A,✓,2604
872,"Theo tài liệu Public_196, các quốc gia nên áp dụng những chiến lược nào để đảm bảo nguồn nước bền vững trong tương lai khi các giải pháp hiện tại không đủ để giải quyết tình trạng khan hiếm nước?",A,A,✓,2846
873,"Jira cung cấp loại báo cáo nào, và hạn chế gì khi áp dụng cho dự án ngắn hạn (dưới 3 tháng)?",B,B,✓,1914
874,"Theo số liệu năm 2012 từ Cơ sở dữ liệu lỗ hổng quốc gia Hoa Kỳ, lỗ hổng bảo mật được phát hiện nhiều nhất nằm ở thành phần nào của hệ thống?
",C,C,✓,2690
875,"Trong tài liệu Public_282, cơ sở dữ liệu nào được hệ thống sử dụng để lưu trữ dữ liệu?",C,C,✓,1742
876,"Sau khi khách hàng xác thực OTP thành công, hệ thống sẽ thực hiện bước nào tiếp theo?",D,B,✗,1214
877,"Hãy xác định (i) năm xuất hiện khái niệm mã hóa khóa bất đối xứng, và (ii) tên của hai nhà khoa học đề xuất nó.",A,D,✗,2904
878,"Theo Thông tư, “cặp khóa bất đối xứng” trong phần mềm ký số bao gồm những thành phần nào?",B,B,✓,1965
879,"Trung tâm dữ liệu đã có tường lửa, IDS/IPS và sao lưu định kỳ. Sự cố gần đây cho thấy một máy chủ bị cài mã độc qua tài khoản quản trị mặc định của thiết bị IoT trong mạng nội bộ. Nếu chỉ được chọn một biện pháp bổ sung ngay lập tức, biện pháp nào giảm nguy cơ lặp lại sự cố tương tự một cách trực tiếp và hiệu quả nhất?",B,B,✓,2356
880,Mô tả chi tiết ưu điểm của Kafka về tính mã nguồn mở và khả năng xử lý dữ liệu lớn.,D,D,✓,1273
881,"Hãy xác định (i) tên 2 nhà mật mã học đã phát triển Rijndael – cơ sở của AES, và (ii) năm AES được NIST công nhận là chuẩn mã hóa dữ liệu.",B,B,✓,2042
882,SQL Server được sử dụng chủ yếu để quản lý và truy vấn dữ liệu quan hệ trong các hệ thống doanh nghiệp như thế nào?,B,D,✗,2384
883,"Từ tài liệu Public_193, những kiến thức và kỹ năng nào là cần thiết cho một kỹ sư DevOps khi tập trung vào một giai đoạn cụ thể trong roadmap DevOps?",A,B,✗,1646
884,Các loại hệ thống thông tin (HTTT) được văn bản phân loại trong doanh nghiệp có thể nhóm lại thành những loại nào?,A,A,✓,2450
885,"Hãy xác định hai kỹ thuật phát hiện xâm nhập chính của IDS, và  nhược điểm tương ứng của mỗi kỹ thuật.
",A,"A,B",✗,2466
886,"Theo quan điểm hệ thống trong dự án HTTT, yếu tố nào được xem là quan trọng nhất để quyết định hiệu quả toàn bộ hệ thống?",D,D,✓,2766
887,Tóm tắt các nội dung chính của văn bản Public_182 về tấn công DoS/DDoS.,D,A,✗,1884
888,Phần mềm ký số cần hỗ trợ định dạng dữ liệu nào theo Phụ lục I của tài liệu Public_257?,A,A,✓,1885
889,Tóm tắt những ảnh hưởng của đại dịch COVID-19 đến việc áp dụng công nghệ trong giáo dục là gì?,B,B,✓,2762
890,"Theo tài liệu Public_167, chuẩn ISO/IEC 27001:2005 tập trung vào nội dung nào?",C,C,✓,2217
891,"Theo báo cáo của WHO và UNICEF, đến năm 2030, tình trạng khan hiếm nước sẽ khiến bao nhiêu triệu người phải di dời?",B,B,✓,3581
892,"Theo tài liệu, phát hiện dựa trên bất thường cần giai đoạn huấn luyện để xây dựng hồ sơ hành vi bình thường. Nếu giai đoạn huấn luyện thu thập dữ liệu chưa đủ dài hoặc không đại diện, hậu quả nào có thể xảy ra?",B,B,✓,2461
893,"Theo tài liệu, quá trình kiểm tra chữ ký số gồm bước so sánh hai chuỗi đại diện MD1 và MD2. Nếu một kẻ tấn công thay đổi nội dung thông điệp trong quá trình truyền nhưng không có khóa riêng của người gửi, điều gì sẽ xảy ra?


",B,B,✓,3038
894,Các phiên bản của Oracle Database,D,A,✗,1994
895,Những yếu tố nào theo văn bản trực tiếp góp phần rút ngắn thời gian phát triển khi dùng Flutter (chọn mọi đáp án phù hợp)?,"A,B,D","A,B,D",✓,1973
