question_index,question,intent
721,"Theo định luật Kepler, tất cả các hành tinh chuyển động trên quỹ đạo nào, và vận tốc bán kính nối từ Mặt Trời đến hành tinh quét diện tích trong thời gian bằng nhau có ý nghĩa gì?",tra_cuu
722,Âm học là ngành nghiên cứu về hiện tượng nào?,tra_cuu
723,Hiện tượng nào giải thích được cả màu sắc cầu vồng và màu đỏ cam lúc hoàng hôn?,tra_cuu
724,"Yếu tố ""đầu ra = 1 nếu dự đoán đúng và = 0 nếu ngược lại"" nằm trong các đo độ nào được nhắc đến trong tài liệu?",tra_cuu
725,"Một sóng cơ truyền dọc theo sợi dây có vận tốc 
v=20m/s. Biết tần số của sóng là 
f=5Hz. Bước sóng của sóng này bằng bao nhiêu?",tinh_toan
726,Hiện tượng con quay hồi chuyển không bị đổ khi quay nhanh là do:,tra_cuu
727,Tiêu chuẩn Rayleigh dùng để làm gì?,tra_cuu
728,"Nếu ảnh đầu vào có kích thước 32×32, bộ lọc 5×5, stride = 1, padding = 0, thì kích thước đầu ra là bao nhiêu?",tinh_toan
729,Chìa khóa giúp LSTM truyền tải thông tin xuyên suốt nhiều bước thời gian là gì?,tra_cuu
730,"Trong vật lý, những đại lượng nào là vô hướng?",tra_cuu
731,Các thành phần nào thuộc cơ chế Lighten Cross-Attention (LCA)?,tra_cuu
732,"Đối với sóng cơ học, (1) cần có điều kiện gì để sóng truyền được, và (2) khi sóng truyền thì năng lượng có đặc điểm gì?",tra_cuu
733,Nội dung chính của tài liệu Hidden Markov Model là gì?,tra_cuu
734,"Trong sóng ngang, các phần tử của môi trường dao động theo hướng nào?",tra_cuu
735,Nội dung chính của tài liệu `Public_120` là gì?,tra_cuu
736,Phương pháp chuyển đổi nhị phân (BR) được hiểu như thế nào?,tra_cuu
737,Định nghĩa quang phổ trong tài liệu Public_149 là gì?,tra_cuu
738,"Trong công thức tính xác suất đồng thời P(X1, X2... Xn) của mạng Bayes có một tham số khác, đó là gì?",tra_cuu
739,Phương pháp chuyển đổi nhị phân được sử dụng trong các thuật toán MLL nào (được nhắc đến trong tài liệu)?,tra_cuu
740,"Với ma trận trực giao U (UTU=IU^TU=IUTU=I), biểu diễn toạ độ mới yyy của một vector xxx trong hệ cơ sở U là gì?",tra_cuu
741,"Theo tài liệu Public_195, Trí tuệ nhân tạo (AI) trong giáo dục bắt đầu được biết đến mạnh mẽ từ năm nào?",tra_cuu
742,"Theo tài liệu, trong mô hình phòng vệ theo chiều sâu (Defence in Depth), yếu tố nào được coi là lớp bảo vệ đầu tiên?


",tra_cuu
743,"Theo tài liệu, trong quá trình đăng ký Tableau, người dùng cần cung cấp một số thông tin cá nhân. Nếu một người dùng nhập sai địa chỉ email trong bước đăng ký, hệ quả nào có thể xảy ra?
",tra_cuu
744,"Theo tài liệu Public_180, Stress Testing và Soak Testing là gì?",tra_cuu
745,"Theo tài liệu Public_194, MongoDB là gì?",tra_cuu
746,"Khi lựa chọn công cụ AI để thiết kế học liệu điện tử, giáo viên nên ưu tiên tiêu chí nào quan trọng nhất để đảm bảo hiệu quả dạy học?",tra_cuu
747,Nêu 1 ưu điểm và 1 nhược điểm của Oracle được đề cập trong tài liệu Public_190.,tra_cuu
748,"Trong bảy vùng của hạ tầng CNTT, nếu một tổ chức chỉ tập trung bảo mật kỹ ở vùng WAN mà bỏ qua vùng Người dùng (User domain), hệ quả nào có khả năng xảy ra nhất?
",tra_cuu
749,"Trong giải thuật DES, kích thước hiệu dụng của khóa là bao nhiêu bit?",tra_cuu
750,Các giai đoạn phát triển phần mềm,tra_cuu
751,"Trong tấn công DoS/DDoS, mục tiêu chính của kẻ tấn công là gì?",tra_cuu
752,"Dựa vào tài liệu Public_254, nếu mục tiêu là giấu thông tin trong ảnh rồi truyền đi mà vẫn muốn thông tin ẩn không bị mất khi ảnh bị nén bằng phương pháp không làm mất dữ liệu hoặc chỉnh sửa nhẹ, định dạng ảnh nào là lựa chọn phù hợp nhất?",tra_cuu
753,Điện dung ký hiệu trên tụ gốm thường được ghi theo dạng nào?,tra_cuu
754,Xác định đúng sự kết hợp giữa “loại HTTT” và “vai trò chính” mà văn bản mô tả:,tra_cuu
755,"Qua nội dung của tài liệu Public_166, có thể rút ra nhận định tổng quan nào về quản lý an toàn thông tin?",tra_cuu
756,Các đóng góp cụ thể và cơ chế chính của cách mạng kỹ thuật số trong việc thúc đẩy các mục tiêu phát triển bền vững là gì?,tra_cuu
757,"
Tấn công SYN Flood khai thác điểm yếu nào trong giao thức TCP?",tra_cuu
758,"Theo tài liệu Public_175, người dùng cần có những điều kiện cơ bản nào để sử dụng Zoiper?",tra_cuu
759,"Trong tài liệu có nêu: vi rút, sâu và zombie đều có khả năng tự lây nhiễm (self-infection/self-replicate). Nếu hệ thống bị nhiễm cả vi rút và sâu, nguy cơ nào là đáng lo ngại nhất?",tra_cuu
760,"Theo Phụ lục III, phương thức kết nối đến Cổng dịch vụ chứng thực chữ ký số công cộng là gì?",tra_cuu
761,"Theo kịch bản tấn công Smurf, nếu một mạng LAN có 200 máy và tất cả đều phản hồi ICMP về máy nạn nhân, điều gì có thể xảy ra?",tra_cuu
762,Kafka ban đầu được phát triển bởi ai?,tra_cuu
763,Văn bản phân biệt “di chuyển cơ sở dữ liệu” và “sao chép cơ sở dữ liệu” như thế nào?,tra_cuu
764,"Qua việc so sánh DES, 3-DES và AES, có thể rút ra nhận định tổng quan nào về xu hướng phát triển của các giải thuật mã hóa khóa đối xứng?",tra_cuu
765,"Trong trường hợp, số lượng consumer trong cùng một consumer group nhiều hơn số lượng partition của một topic thì xảy ra vấn đề gì? ",tra_cuu
766,Thuật toán mật mã nào bắt buộc áp dụng cho chữ ký số theo quy định kỹ thuật trong Thông tư?,tra_cuu
767,Mục đích chính của việc bổ sung luồng trình ký Voffice trong hệ thống là gì?,tra_cuu
768,"Theo Microsoft, lỗ hổng bảo mật được phân loại theo mấy mức độ nghiêm trọng?",tra_cuu
769,"Nếu một nhóm phát triển muốn xem xét thay đổi từ repository từ xa trước khi quyết định có nên hợp nhất chúng vào nhánh chính hay không, theo văn bản, họ nên sử dụng thao tác nào, và lý do?",tra_cuu
770, Devops khác biệt gì so với Sysadmin?,tra_cuu
771,Zoiper có thể hỗ trợ nhiều giao thức kết nối và nhiều nền tảng thiết bị. Phần mềm này hỗ trợ những giao thức nào và có thể cài đặt trên những hệ điều hành nào?,tinh_toan
772,"Trong phần “Ưu điểm của PostgreSQL”, văn bản liệt kê những điểm nào?",tra_cuu
773,"Dựa trên thông tin về quantum supremacy của Google và IBM trong tài liệu `Public_199`, nếu một công ty khác tuyên bố có 130 qubit, số qubit này gấp bao nhiêu lần số qubit của Google và hơn số qubit của IBM bao nhiêu?",tra_cuu
774,"Trong học phần An toàn mạng (Network Security), người học cần đạt được những chuẩn đầu ra nào sau đây?",tra_cuu
775,"Theo tài liệu, mã hóa khóa đối xứng còn được gọi bằng tên nào?
",tra_cuu
776,"Khi tạo nhóm làm việc mới trong Tableau, sau khi nhập tên nhóm, người dùng cần thao tác gì tiếp theo?",tra_cuu
777,"Từ các dạng tấn công (SYN Flood, Smurf, DDoS, giả mạo địa chỉ, nghe lén) được mô tả trong tài liệu Public_154, hãy rút ra nhận định tổng quan về đặc điểm của các tấn công từ chối dịch vụ và tấn công mạng.",tra_cuu
778,"Theo tài liệu Public_168, mục tiêu chính của Tableau là gì?",tra_cuu
779,"Theo tài liệu Public_184, HTTT quản lý cung cấp dạng thông tin nào và hệ thống hỗ trợ quyết định cung cấp thông tin gì?",tra_cuu
780,Mục tiêu Phát triển bền vững 6 (SDG 6) của Liên hợp quốc nhằm đảm bảo điều gì?,tra_cuu
781,Lịch sử phát triển các mô hình triển khai ứng dụng,tra_cuu
782,Luồng nhập điểm của giảng viên và nội dung hiển thị khi nhập là?,tra_cuu
783,Kể tên 2 công việc của Devops,tra_cuu
784,"Theo tài liệu, hệ thống IDS hoạt động chủ yếu ở lớp nào trong mô hình OSI?



",tra_cuu
785,"Trong bốn phương pháp đánh giá rủi ro, phương pháp nào đòi hỏi chi phí lớn về thời gian, nguồn lực và yêu cầu chuyên gia có trình độ cao?",tra_cuu
786,Điểm khác biệt cơ bản giữa tấn công DoS và tấn công DDoS là gì?,tra_cuu
787,"Dựa vào tài liệu Public_166, hãy xác định ưu điểm chính và nhược điểm nổi bật của phương pháp không chính thức được đề cập.",tra_cuu
788,Thuật toán Shor có vai trò gì trong lịch sử phát triển Máy tính lượng tử?,tra_cuu
789,"Theo tài liệu, yếu tố nào khiến cho học liệu điện tử (HLĐT) trở thành công cụ đặc biệt phù hợp trong bối cảnh chuyển đổi số giáo dục?",tra_cuu
790,Nêu 1 lý do cần Kubernetes và lý do container trở nên phổ biến,tra_cuu
791,"Qua các đặc điểm được mô tả trong tài liệu Public_159, có thể rút ra nhận định tổng quan nào về ưu điểm nổi bật của mã hóa khóa bất đối xứng so với mã hóa khóa đối xứng?",tra_cuu
792,"Theo tài liệu Public_185, các loại báo cáo mà Jira cung cấp có đặc điểm chung nào?",tra_cuu
793,"Theo tài liệu, sau khi đã tạo dự án, người dùng có thể chỉnh sửa bằng cách click dấu “ba chấm” cạnh tên dự án. Nếu muốn thay đổi chủ sở hữu của dự án, người dùng cần chọn thao tác nào trong danh sách hiện ra?",tra_cuu
794,"Dựa trên tài liệu Public_163, hãy xác định một thực thể tham gia mô hình giao dịch SET và một nhiệm vụ chính của thực thể đó.",tra_cuu
795,"Nếu trong mạch lọc nguồn ta thay tụ hóa phân cực bằng tụ gốm không phân cực, điều gì có khả năng xảy ra?",tra_cuu
796,"Nếu một hệ thống phải xử lý khối lượng lớn dữ liệu động và thường xuyên thay đổi, nhược điểm nào của GraphQL có thể khiến việc tối ưu hiệu suất trở nên phức tạp hơn?",tra_cuu
797,"Nếu một doanh nghiệp chỉ triển khai “HTTT quản lý” mà không có “hệ thống hỗ trợ quyết định”, hậu quả nào dễ xảy ra nhất?",tra_cuu
798,"Theo tài liệu Public_182, DoS và DDoS là gì?",tra_cuu
799,"Theo tài liệu Public_165, tường lửa lọc gói (Packet-filtering firewall) hoạt động dựa trên nguyên tắc nào?",tra_cuu
800,"Khi client chỉ cần một phần thông tin cụ thể từ server, GraphQL giúp loại bỏ tình trạng nào để tối ưu hóa tải trọng dữ liệu?",tra_cuu
801,Nêu một đặc điểm nổi bật của hệ thống quản lý gói trên Ubuntu và phương pháp cài đặt Driver Nvidia sử dụng kho lưu trữ chuẩn.,tra_cuu
802,Hệ thống được mô tả trong tài liệu Public_282 sử dụng công nghệ nào để xây dựng giao diện người dùng (UI/UX)?,tra_cuu
803,Loại tấn công nào gửi nhiều HTTP request làm quá tải server?,tra_cuu
804,Tóm tắt nội dung chính của học phần An toàn mạng (INT1482)?,tra_cuu
805,"Nếu một nhóm dự án nhỏ (dưới 3 tháng) lựa chọn Jira, rủi ro lớn nhất theo tài liệu là gì?",tra_cuu
806,Quản lý dự án giúp doanh nghiệp đạt được mục tiêu chiến lược như thế nào?,tra_cuu
807,Tổng quan về Kubernetes trong tài liệu Public_192,tra_cuu
808,"Qua toàn bộ phần trình bày trong tài liệu Public_167, có thể rút ra nhận định tổng quan nào về cách tiếp cận an toàn thông tin?",tra_cuu
809,"Khi công ty có một nhóm QA/Tester với background là ít kỹ năng lập trình, theo bạn thì lựa chọn công cụ nào phù hợp nhất để phù hợp với đội nhóm cho việc kiểm thử tự động?",tra_cuu
810,"Chọn mô tả chính xác nhất về mối quan hệ chức năng giữa Dart, Framework và SDK theo nội dung văn bản:",tra_cuu
811,"Theo tài liệu, phương pháp kết hợp bắt đầu bằng đánh giá rủi ro ở mức cao, sau đó chuyển sang đánh giá chi tiết. Nếu đánh giá ở mức cao ban đầu không chính xác, hậu quả nào có thể xảy ra?",tra_cuu
812,"Theo tài liệu, những ưu điểm nổi bật nào của Jira được liệt kê?",tra_cuu
813,"Olympic 2004 tại Hy Lạp dự kiến kinh phí 2 tỷ EURO, nhưng phải chi tới 12 tỷ EURO. Vậy chi phí thực tế đã vượt bao nhiêu phần trăm (%) so với kế hoạch ban đầu?",tinh_toan
814,Mục tiêu chính của kiểm thử hiệu năng trong việc đánh giá khả năng đáp ứng và ổn định của hệ thống là gì?,tra_cuu
815,"Trong hệ thống phân bổ giảng đường, nếu một giảng đường đang được lên lịch sử dụng cho lớp học chính khóa nhưng đồng thời có sự cố hỏng thiết bị, hệ thống sẽ xử lý thế nào và ai chịu trách nhiệm xử lý sự cố?",tra_cuu
816,"Kiểm thử tự động là gì, các nguyên tắc cơ bản và lợi ích chính của nó?",tra_cuu
817,"Trong quy trình khai báo mã KH COD hàng ngày, khi khách hàng chưa xác thực OTP, hệ thống xử lý yêu cầu ra sao và trạng thái thay đổi thế nào nếu sau 72 giờ vẫn chưa xác thực?",tra_cuu
818,Mục đích chính của quá trình ETL trong quản lý dữ liệu là gì?,tra_cuu
819,"Nếu hệ thống sử dụng khóa 64 bit, không gian khóa là 2⁶⁴. Giả sử một kẻ tấn công có thể thử 1 tỉ khóa/giây, thời gian cần để thử hết toàn bộ không gian khóa gần bằng bao nhiêu?

",tinh_toan
820,Các phiên bản Ubuntu LTS và các phiên bản hiện đang được hỗ trợ.,tra_cuu
821,"Hãy xác định hai cách thêm người dùng vào Tableau, và thao tác đầu tiên trong mỗi cách.",tra_cuu
822,Bước nào nêu rõ các tiêu chí và quy trình để lựa chọn công cụ kiểm thử phù hợp?,tra_cuu
823,"Theo tài liệu Public_152, trong bảy vùng của hạ tầng CNTT, vùng nào được đề cập là có nhiều mối đe dọa và nguy cơ nhất?",tra_cuu
824,Quá trình thực hiện một giao dịch dựa trên SET gồm mấy bước,tra_cuu
825,"Transactional outbox pattern lưu message ở đâu, và thành phần nào chịu trách nhiệm đọc & publish message đó?",tra_cuu
826,"Nếu một công ty vừa và nhỏ chọn Jira để quản lý dự án Agile, trong khi đội ngũ nhân viên còn hạn chế về tiếng Anh và ngân sách, họ sẽ đối mặt với những khó khăn nào nhất",tra_cuu
827,"Theo văn bản, Git khác biệt so với VCS cục bộ như SVN ở điểm nào, và Git hỗ trợ thao tác nào giúp phát triển song song mà vẫn an toàn?",tra_cuu
828,"Theo tài liệu, tài sản an toàn thông tin bao gồm những loại nào?",tra_cuu
829,Các thuật ngữ thường dùng của MongoDB,tra_cuu
830,"Theo tài liệu, để thêm nhãn dữ liệu trong Tableau, bước đầu tiên cần thực hiện là gì?",tra_cuu
831,Điện trở màng than có ưu điểm gì về độ ổn định và nhược điểm gì khi làm việc ở nhiệt độ cao?,tra_cuu
832,Nội dung chính của văn bản Public_263 là gì?,tra_cuu
833,"Theo tài liệu, số vòng lặp xử lý trong giải thuật AES khi sử dụng khóa 192 bit là bao nhiêu?
",tra_cuu
834,"Hãy xác định (i) công thức mối quan hệ giữa tấn công, mối đe dọa và lỗ hổng, và (ii) ví dụ một dạng tấn công theo mục đích.",tra_cuu
835,"Trong giải thuật RSA, độ an toàn được dựa trên tính khó của bài toán nào?



",tra_cuu
836,"Từ các phương pháp mã hóa (thay thế, hoán vị, XOR, Vernam, khóa chạy, hàm băm), hãy rút ra nhận định tổng quan về các nguyên lý mã hóa cơ bản hoặc các điểm khác biệt chính giữa chúng.",tra_cuu
837,"Hãy xác định (i) năm DSA được NIST công nhận là chuẩn chữ ký số, và (ii) tên của một thành phần trong PKI có nhiệm vụ xác minh thông tin nhận dạng của người dùng.
",tra_cuu
838,Public_179 mô tả những nhiệm vụ nào trong thiết kế và phát triển kịch bản kiểm thử tự động?,tra_cuu
839,"Hãy xác định (i) phần mềm độc hại nào thường giả danh chương trình có ích để lừa người dùng, và (ii) ví dụ một hình thức lây nhiễm đặc trưng của nó.


",tra_cuu
840,Mục tiêu của tấn công DoS là gì?,tra_cuu
841,"Theo tài liệu Public_174, ETL (Extract, Transform, Load) được hiểu là gì?",tra_cuu
842,Tổng quan về các tính năng và nguyên lý hoạt động của Ubuntu,tra_cuu
843,Khóa bí mật trong tài liệu Public_283 được hiểu là gì?,tra_cuu
844,"Theo tài liệu, giao thức SSL/TLS được xây dựng dựa trên phiên bản nào của SSL?",tra_cuu
845,"Dựa vào quy định về tín chỉ được nêu trong tài liệu Public_263, nếu sinh viên đang chọn tổng 9 tín chỉ, cần thêm tối thiểu bao nhiêu tín chỉ để nút Lưu được bật?",tra_cuu
846,Zoiper được biết đến là loại phần mềm gì?,tra_cuu
847,"Theo tài liệu, Estuary Flow sử dụng tính năng nào của MySQL để sao chép dữ liệu hiệu quả về chi phí?",tra_cuu
848,Số lượng mô hình phòng thủ phổ biến trong an toàn mạng được đề cập trong tài liệu Public_253 là bao nhiêu?,tra_cuu
849,"Trong hệ sinh thái Tableau, thành phần nào cho phép người dùng chuẩn bị và làm sạch dữ liệu trước khi phân tích?
",tra_cuu
850,"Theo tài liệu Public_160, DSA có ưu điểm nổi bật nào so với RSA?",tra_cuu
851,"Nếu Spike Testing thất bại liên tục, điều gì xảy ra khi một số lượng lớn người dùng truy cập cùng một lúc vào một hệ thống thương mại điện tử?",tra_cuu
852,"Theo nội dung văn bản, thành phần nào trong Flutter chịu trách nhiệm cung cấp công cụ (ví dụ: trình biên dịch) để biên dịch mã nguồn thành mã gốc (native code) cho từng hệ điều hành, giúp ứng dụng hoạt động mượt mà trên mỗi nền tảng?",tra_cuu
853,"Qua các nội dung trong tài liệu, có thể rút ra nhận định tổng quan nào về lợi ích khi sử dụng Tableau trong doanh nghiệp?
",tra_cuu
854,"Theo tài liệu, pgloader cho phép thực hiện những tác vụ nào, và pg-chameleon được dùng trong trường hợp nào?",tra_cuu
855,"Trong lịch sử phát triển mật mã, năm 1977 đánh dấu sự ra đời của giải thuật nào?",tra_cuu
856,Mục đích chính của hệ thống thông tin quản lý và phân bổ giảng đường là gì?,tra_cuu
857,Cung cấp tổng quan về Oracle Database dựa trên nội dung trong tài liệu Public_190.,tra_cuu
858,Tóm tắt các nội dung chính của văn bản này,tra_cuu
859,"Những công cụ AI nào đã thực sự được phát triển trong giáo dục từ những năm 2000 đến nay, và chúng có vai trò gì?",tra_cuu
860,Jira được phát triển bởi công ty nào?,tra_cuu
861,Ba thuộc tính cốt lõi cần bảo vệ trong an toàn thông tin là gì?,tra_cuu
862,Hãy cho biết các thành phần chính của an toàn thông tin và nêu vai trò của chính sách an toàn thông tin đối với các thành phần đó.,tra_cuu
863,"Hãy xác định phiên bản Tableau miễn phí và đặc điểm nổi bật của phiên bản này.
",tra_cuu
864,"Theo tài liệu Public_162, điểm khác biệt quan trọng giữa IDS và IPS là gì?",tra_cuu
865,GraphQL được coi là một ngôn ngữ gì trong lĩnh vực phát triển API?,tra_cuu
866,"Theo tài liệu Public_197, những yêu cầu cụ thể nào về cơ sở vật chất được xem là thách thức lớn nhất khi ứng dụng AI?",tra_cuu
867,"Giả sử một start-up có nguồn lực hạn chế nhưng cần ra mắt nhanh một MVP đa nền tảng với mức độ tùy biến giao diện tương đối cao. Dựa trên văn bản, hai yếu tố nào là NHẤT QUYẾT ĐỊNH cho quyết định chọn (hoặc không chọn) Flutter trong trường hợp này? (Chọn 2.)",tra_cuu
868,Tổng quan Devops dành cho người mới bắt đầu là gì?,tra_cuu
869,Mục đích chính của việc xây dựng Cổng kết nối dịch vụ chứng thực chữ ký số công cộng là gì?,tra_cuu
870,Giao diện của phần mềm softphone Zoiper được thiết kế như thế nào để người dùng cảm thấy quen thuộc khi sử dụng?,tra_cuu
871,"Theo tài liệu, chuỗi giá trị băm đầu ra của MD5 có kích thước bao nhiêu bit?


",tra_cuu
872,"Theo tài liệu, điểm khác biệt chính giữa tường lửa có trạng thái (Stateful) và không trạng thái (Stateless) là gì?",tra_cuu
873,"Theo tài liệu Public_196, các quốc gia nên áp dụng những chiến lược nào để đảm bảo nguồn nước bền vững trong tương lai khi các giải pháp hiện tại không đủ để giải quyết tình trạng khan hiếm nước?",tra_cuu
874,"Jira cung cấp loại báo cáo nào, và hạn chế gì khi áp dụng cho dự án ngắn hạn (dưới 3 tháng)?",tra_cuu
875,"Theo số liệu năm 2012 từ Cơ sở dữ liệu lỗ hổng quốc gia Hoa Kỳ, lỗ hổng bảo mật được phát hiện nhiều nhất nằm ở thành phần nào của hệ thống?
",tra_cuu
876,"Trong tài liệu Public_282, cơ sở dữ liệu nào được hệ thống sử dụng để lưu trữ dữ liệu?",tra_cuu
877,"Sau khi khách hàng xác thực OTP thành công, hệ thống sẽ thực hiện bước nào tiếp theo?",tra_cuu
878,"Hãy xác định (i) năm xuất hiện khái niệm mã hóa khóa bất đối xứng, và (ii) tên của hai nhà khoa học đề xuất nó.",tra_cuu
879,"Theo Thông tư, “cặp khóa bất đối xứng” trong phần mềm ký số bao gồm những thành phần nào?",tra_cuu
880,"Trung tâm dữ liệu đã có tường lửa, IDS/IPS và sao lưu định kỳ. Sự cố gần đây cho thấy một máy chủ bị cài mã độc qua tài khoản quản trị mặc định của thiết bị IoT trong mạng nội bộ. Nếu chỉ được chọn một biện pháp bổ sung ngay lập tức, biện pháp nào giảm nguy cơ lặp lại sự cố tương tự một cách trực tiếp và hiệu quả nhất?",tra_cuu
881,Mô tả chi tiết ưu điểm của Kafka về tính mã nguồn mở và khả năng xử lý dữ liệu lớn.,tra_cuu
882,"Hãy xác định (i) tên 2 nhà mật mã học đã phát triển Rijndael – cơ sở của AES, và (ii) năm AES được NIST công nhận là chuẩn mã hóa dữ liệu.",tra_cuu
883,SQL Server được sử dụng chủ yếu để quản lý và truy vấn dữ liệu quan hệ trong các hệ thống doanh nghiệp như thế nào?,tra_cuu
884,"Từ tài liệu Public_193, những kiến thức và kỹ năng nào là cần thiết cho một kỹ sư DevOps khi tập trung vào một giai đoạn cụ thể trong roadmap DevOps?",tra_cuu
885,Các loại hệ thống thông tin (HTTT) được văn bản phân loại trong doanh nghiệp có thể nhóm lại thành những loại nào?,tra_cuu
886,"Hãy xác định hai kỹ thuật phát hiện xâm nhập chính của IDS, và  nhược điểm tương ứng của mỗi kỹ thuật.
",tra_cuu
887,"Theo quan điểm hệ thống trong dự án HTTT, yếu tố nào được xem là quan trọng nhất để quyết định hiệu quả toàn bộ hệ thống?",tra_cuu
888,Tóm tắt các nội dung chính của văn bản Public_182 về tấn công DoS/DDoS.,tra_cuu
889,Phần mềm ký số cần hỗ trợ định dạng dữ liệu nào theo Phụ lục I của tài liệu Public_257?,tra_cuu
890,Tóm tắt những ảnh hưởng của đại dịch COVID-19 đến việc áp dụng công nghệ trong giáo dục là gì?,tra_cuu
891,"Theo tài liệu Public_167, chuẩn ISO/IEC 27001:2005 tập trung vào nội dung nào?",tra_cuu
892,"Theo báo cáo của WHO và UNICEF, đến năm 2030, tình trạng khan hiếm nước sẽ khiến bao nhiêu triệu người phải di dời?",tra_cuu
893,"Theo tài liệu, phát hiện dựa trên bất thường cần giai đoạn huấn luyện để xây dựng hồ sơ hành vi bình thường. Nếu giai đoạn huấn luyện thu thập dữ liệu chưa đủ dài hoặc không đại diện, hậu quả nào có thể xảy ra?",tra_cuu
894,"Theo tài liệu, quá trình kiểm tra chữ ký số gồm bước so sánh hai chuỗi đại diện MD1 và MD2. Nếu một kẻ tấn công thay đổi nội dung thông điệp trong quá trình truyền nhưng không có khóa riêng của người gửi, điều gì sẽ xảy ra?


",tra_cuu
895,Các phiên bản của Oracle Database,tra_cuu
896,Những yếu tố nào theo văn bản trực tiếp góp phần rút ngắn thời gian phát triển khi dùng Flutter (chọn mọi đáp án phù hợp)?,tra_cuu
897,"Theo tài liệu, thành phần nào trong chứng chỉ số đóng vai trò ký để đảm bảo tính xác thực và toàn vẹn?",tra_cuu
898,Tóm tắt các nội dung chính của văn bản về Apache Kafka.,tra_cuu
899,Tóm tắt các bước cài đặt SQL Server 2022,tra_cuu
900,"Qua các dạng phần mềm độc hại được trình bày (virus, sâu, trojan, backdoor, rootkit, spyware, adware, zombie, bom logic…), có thể rút ra nhận định tổng quan nào về đặc điểm chung của phần mềm độc hại?",tra_cuu
901,"Trong cấu trúc tệp BMP, phần nào có kích thước 14 byte và lưu trữ thông tin tổng quát về tệp hình ảnh bitmap?",tra_cuu
902,"Khi muốn tạo một nhóm làm việc mới trên Tableau, bước cuối cùng mà người dùng cần thực hiện là gì?",tinh_toan
903,"Theo tài liệu, MD5 tạo chuỗi giá trị băm 128 bit, SHA1 tạo chuỗi 160 bit. Nếu một ứng dụng yêu cầu độ dài băm tối thiểu 160 bit để đảm bảo an toàn, hệ quả nào có thể xảy ra nếu vẫn sử dụng MD5 thay vì SHA1?",tra_cuu
904,"Nội dung chính của tài liệu “Trí tuệ nhân tạo trong kế toán, kiểm toán” là gì?",tra_cuu
905,"Hãy xác định (i) hai phương pháp phát hiện tấn công thường được sử dụng trong IDS, và (ii) nhược điểm của mỗi phương pháp.
",tra_cuu
906,"Nếu một công ty thương mại điện tử muốn phân tích xu hướng mua hàng trong nhiều năm mà dữ liệu giao dịch chứa nhiều bản ghi trùng lặp, bước nào trong ETL sẽ quan trọng nhất để giải quyết vấn đề này?",tra_cuu
907,"Nếu AI không được áp dụng trong giáo dục, điều gì có thể xảy ra với khả năng tiếp cận giáo dục của học sinh ở vùng sâu vùng xa?",tra_cuu
908,"Theo văn bản, những đặc điểm nào sau đây phản ánh tính phân tán nổi bật của Git?",tra_cuu
909,"Qua quá trình cấp và sử dụng chứng chỉ số trong PKI được mô tả, những điểm rút ra chính nào có thể được xác định?",tra_cuu
910,Các thành phần chính của SQL Server là gì?,tra_cuu
911,Kubernetes được Google mở mã nguồn từ khi nào?,tra_cuu
912,Vai trò của an toàn thông tin trong bối cảnh chuyển đổi số và các mối đe dọa mạng gia tăng được thể hiện rõ nhất ở khả năng bảo vệ dữ liệu và đảm bảo hoạt động liên tục?,tra_cuu
913,"Theo tài liệu Public_178, đặc điểm nào sau đây không phải của một dự án?",tra_cuu
914,"Trong các giao thức con của SSL/TLS, giao thức nào đảm nhiệm việc tạo đường hầm an toàn để vận chuyển dữ liệu, đảm bảo tính bí mật và toàn vẹn?",tra_cuu
915,Các bước chính để implement transactional outbox pattern theo tài liệu là gì?,tra_cuu
916,Thông tư Public_257 quy định những yêu cầu kỹ thuật nào đối với phần mềm ký số và phần mềm kiểm tra chữ ký số?,tra_cuu
917,"Để đạt được Mục tiêu Phát triển Bền vững số 6 (SDG 6) về nước sạch và vệ sinh vào năm 2030, những yếu tố nào cần được tăng cường, và chúng đóng vai trò gì?",tra_cuu
918,"Phân biệt 'Học kì' và 'Kì học' trong hệ thống quản lý đào tạo; mô tả mô hình khóa dữ liệu hợp lí cho các thực thể liên quan, và phân tích hệ quả của mô hình này đối với các ràng buộc trong việc xếp lịch học.",tinh_toan
919,"Theo tài liệu, phát hiện bất thường có thể tạo ra nhiều báo động giả, còn phát hiện dựa trên chữ ký lại không phát hiện được tấn công chưa có mẫu. Nếu một tổ chức muốn giảm thiểu cả hai hạn chế này, giải pháp hợp lý nhất là gì?



",tra_cuu
920,"Trong Git, đâu là mô tả đầy đủ và chính xác nhất về mối quan hệ giữa Branch, Merge, và Master theo văn bản?",tra_cuu
921,"Theo hướng dẫn trong tài liệu, để đăng nhập tài khoản Tableau người dùng cần truy cập vào địa chỉ nào?",tra_cuu
922,"Nếu một hệ thống vẫn sử dụng DES với khóa hiệu dụng 56 bit trong bối cảnh tốc độ tính toán ngày nay đã tăng nhanh, nguy cơ nào là hiện hữu nhất?",tra_cuu
923,"Nếu khách hàng không xác thực OTP trong vòng 72 giờ, trạng thái yêu cầu sẽ được hệ thống cập nhật như thế nào?",tra_cuu
924,"Hãy xác định  số lượng vùng trong hạ tầng CNTT được mô tả trong tài liệu và nêu tên một nguy cơ điển hình của vùng WAN.

",tra_cuu
925,Có mấy bước cài đặt Driver Nvidia sử dụng Repository chuẩn theo phương pháp cài đặt qua dòng lệnh,tra_cuu
