index,question,intent,question_gen
800,"Khi client chỉ cần một phần thông tin cụ thể từ server, GraphQL giúp loại bỏ tình trạng nào để tối ưu hóa tải trọng dữ liệu?",tra_cuu,"Khi client cần truy xuất thông tin một cách chính xác từ server, GraphQL giúp giảm thiểu tình trạng nào để cải thiện hiệu suất tải dữ liệu?"
801,Nêu một đặc điểm nổi bật của hệ thống quản lý gói trên Ubuntu và phương pháp cài đặt Driver Nvidia sử dụng kho lưu trữ chuẩn.,tra_cuu,Nêu một bước trong quy trình cài đặt Driver Nvidia thông qua kho lưu trữ chuẩn của Ubuntu.
802,Hệ thống được mô tả trong tài liệu Public_282 sử dụng công nghệ nào để xây dựng giao diện người dùng (UI/UX)?,tra_cuu,Hệ thống trong tài liệu Public_282 áp dụng công nghệ nào cho phần giao diện người dùng?
803,Loại tấn công nào gửi nhiều HTTP request làm quá tải server?,tra_cuu,Loại tấn công nào gửi nhiều yêu cầu HTTP để làm cho máy chủ không thể phản hồi?
804,Tóm tắt nội dung chính của học phần An toàn mạng (INT1482)?,tra_cuu,Nội dung chính của học phần An toàn mạng bao gồm những kỹ năng và kiến thức nào?
805,"Nếu một nhóm dự án nhỏ (dưới 3 tháng) lựa chọn Jira, rủi ro lớn nhất theo tài liệu là gì?",tra_cuu,Rủi ro lớn nhất khi sử dụng Jira cho dự án nhỏ dưới 3 tháng là gì theo tài liệu?
806,Quản lý dự án giúp doanh nghiệp đạt được mục tiêu chiến lược như thế nào?,tra_cuu,Quản lý dự án hỗ trợ doanh nghiệp như thế nào trong việc hoàn thành dự án đúng yêu cầu và trong thời gian cho phép?
807,Tổng quan về Kubernetes trong tài liệu Public_192,tra_cuu,Kubernetes được phát triển dựa trên kinh nghiệm của Google trong việc quản lý khối lượng công việc trong bao lâu?
809,"Khi công ty có một nhóm QA/Tester với background là ít kỹ năng lập trình, theo bạn thì lựa chọn công cụ nào phù hợp nhất để phù hợp với đội nhóm cho việc kiểm thử tự động?",tra_cuu,"Khi đội ngũ QA/Tester có ít kinh nghiệm lập trình, loại công cụ nào có khả năng hỗ trợ họ trong việc kiểm thử tự động một cách hiệu quả?"
811,"Theo tài liệu, phương pháp kết hợp bắt đầu bằng đánh giá rủi ro ở mức cao, sau đó chuyển sang đánh giá chi tiết. Nếu đánh giá ở mức cao ban đầu không chính xác, hậu quả nào có thể xảy ra?",tra_cuu,"Nếu đánh giá rủi ro sơ bộ không chính xác, hậu quả nào có thể xảy ra theo phương pháp kết hợp?"
812,"Theo tài liệu, những ưu điểm nổi bật nào của Jira được liệt kê?",tra_cuu,Những điểm mạnh nào của phần mềm Jira được nêu trong tài liệu?
814,Mục tiêu chính của kiểm thử hiệu năng trong việc đánh giá khả năng đáp ứng và ổn định của hệ thống là gì?,tra_cuu,Mục đích của việc thực hiện kiểm thử hiệu suất là gì?
815,"Trong hệ thống phân bổ giảng đường, nếu một giảng đường đang được lên lịch sử dụng cho lớp học chính khóa nhưng đồng thời có sự cố hỏng thiết bị, hệ thống sẽ xử lý thế nào và ai chịu trách nhiệm xử lý sự cố?",tra_cuu,"Trong hệ thống sắp xếp giảng đường, ai là người có quyền xử lý báo cáo sự cố và quản lý thiết bị?"
816,"Kiểm thử tự động là gì, các nguyên tắc cơ bản và lợi ích chính của nó?",tra_cuu,Kiểm thử tự động sử dụng công cụ gì để thực hiện các trường hợp kiểm thử?
817,"Trong quy trình khai báo mã KH COD hàng ngày, khi khách hàng chưa xác thực OTP, hệ thống xử lý yêu cầu ra sao và trạng thái thay đổi thế nào nếu sau 72 giờ vẫn chưa xác thực?",tra_cuu,"Khi yêu cầu xác thực OTP không được khách hàng phản hồi sau 72 giờ, hệ thống sẽ xử lý như thế nào và trạng thái sẽ được cập nhật ra sao?"
818,Mục đích chính của quá trình ETL trong quản lý dữ liệu là gì?,tra_cuu,Mục tiêu chính của quy trình ETL trong quản lý dữ liệu là gì?
819,"Nếu hệ thống sử dụng khóa 64 bit, không gian khóa là 2⁶⁴. Giả sử một kẻ tấn công có thể thử 1 tỉ khóa/giây, thời gian cần để thử hết toàn bộ không gian khóa gần bằng bao nhiêu?",tinh_toan,"Nếu hệ thống áp dụng thuật toán mã hóa DES với khóa 64 bit, kẻ tấn công có thể thử 1 tỉ khóa mỗi giây. Thời gian cần thiết để quét toàn bộ không gian khóa là bao lâu?"
821,"Hãy xác định hai cách thêm người dùng vào Tableau, và thao tác đầu tiên trong mỗi cách.",tra_cuu,Hãy chỉ ra hai phương pháp để thêm người dùng vào Tableau và nêu thao tác đầu tiên cho mỗi phương pháp đó.
822,Bước nào nêu rõ các tiêu chí và quy trình để lựa chọn công cụ kiểm thử phù hợp?,tra_cuu,Bước nào giúp xác định công cụ kiểm thử tự động phù hợp với loại ứng dụng và môi trường hoạt động?
823,"Theo tài liệu Public_152, trong bảy vùng của hạ tầng CNTT, vùng nào được đề cập là có nhiều mối đe dọa và nguy cơ nhất?",tra_cuu,"Trong tài liệu Public_152, vùng nào được mô tả là có nhiều mối nguy hiểm do dễ bị tấn công và rò rỉ dữ liệu?"
824,Quá trình thực hiện một giao dịch dựa trên SET gồm mấy bước,tra_cuu,Quá trình thực hiện giao dịch theo giao thức SET bao gồm mấy bước?
825,"Transactional outbox pattern lưu message ở đâu, và thành phần nào chịu trách nhiệm đọc & publish message đó?",tra_cuu,Publisher trong pattern này có nhiệm vụ gì và cách thức nào để đảm bảo không publish message nhiều lần?
826,"Nếu một công ty vừa và nhỏ chọn Jira để quản lý dự án Agile, trong khi đội ngũ nhân viên còn hạn chế về tiếng Anh và ngân sách, họ sẽ đối mặt với những khó khăn nào nhất",tra_cuu,"Nếu một doanh nghiệp nhỏ quyết định sử dụng Jira để quản lý dự án Agile, họ sẽ gặp phải những thách thức nào chính?"
827,"Theo văn bản, Git khác biệt so với VCS cục bộ như SVN ở điểm nào, và Git hỗ trợ thao tác nào giúp phát triển song song mà vẫn an toàn?",tra_cuu,"Git có ưu điểm gì nổi bật so với các hệ thống kiểm soát phiên bản cục bộ như SVN, và tính năng nào của Git cho phép phát triển nhiều tính năng một cách an toàn?"
828,"Theo tài liệu, tài sản an toàn thông tin bao gồm những loại nào?",tra_cuu,"Theo nội dung đã đề cập, tài sản an toàn thông tin bao gồm những thành phần nào?"
829,Các thuật ngữ thường dùng của MongoDB,tra_cuu,Document trong MongoDB có vai trò tương tự với thành phần nào trong các hệ thống cơ sở dữ liệu quan hệ?
830,"Theo tài liệu, để thêm nhãn dữ liệu trong Tableau, bước đầu tiên cần thực hiện là gì?",tra_cuu,Bước đầu tiên để thêm nhãn dữ liệu trong phần mềm Tableau là gì?
834,"Hãy xác định (i) công thức mối quan hệ giữa tấn công, mối đe dọa và lỗ hổng, và (ii) ví dụ một dạng tấn công theo mục đích.",tra_cuu,"Hãy xác định (i) công thức thể hiện mối liên hệ giữa cuộc tấn công, yếu tố đe dọa và điểm yếu, và (ii) đưa ra một ví dụ về loại tấn công có mục tiêu cụ thể."
835,"Trong giải thuật RSA, độ an toàn được dựa trên tính khó của bài toán nào?",tra_cuu,"Trong thuật toán RSA, độ bảo mật chủ yếu dựa vào độ khó của việc làm gì?"
836,"Từ các phương pháp mã hóa (thay thế, hoán vị, XOR, Vernam, khóa chạy, hàm băm), hãy rút ra nhận định tổng quan về các nguyên lý mã hóa cơ bản hoặc các điểm khác biệt chính giữa chúng.",tra_cuu,Hãy cho biết nguyên tắc hoạt động của phương pháp hoán vị trong mã hóa?
837,"Hãy xác định (i) năm DSA được NIST công nhận là chuẩn chữ ký số, và (ii) tên của một thành phần trong PKI có nhiệm vụ xác minh thông tin nhận dạng của người dùng.",tra_cuu,"Xác định (i) năm nào DSA được công nhận là chuẩn chữ ký số bởi NIST, và (ii) tên của một thành phần trong PKI có chức năng xác thực thông tin nhận diện người dùng."
838,Public_179 mô tả những nhiệm vụ nào trong thiết kế và phát triển kịch bản kiểm thử tự động?,tra_cuu,Public_180 nêu rõ các bước nào trong quy trình thực hiện kiểm thử tự động?
839,"Hãy xác định (i) phần mềm độc hại nào thường giả danh chương trình có ích để lừa người dùng, và (ii) ví dụ một hình thức lây nhiễm đặc trưng của nó.",tra_cuu,"Xác định (i) loại phần mềm độc hại nào thường mạo danh ứng dụng hữu ích để đánh lừa người dùng, và (ii) cho ví dụ về một phương thức lây nhiễm điển hình của nó."
840,Mục tiêu của tấn công DoS là gì?,tra_cuu,Mục đích chính của tấn công DoS nhằm vào hệ thống là gì?
841,"Theo tài liệu Public_174, ETL (Extract, Transform, Load) được hiểu là gì?",tra_cuu,"Theo tài liệu Public_174, quy trình ETL bao gồm những bước nào?"
842,Tổng quan về các tính năng và nguyên lý hoạt động của Ubuntu,tra_cuu,Tính năng nào của Ubuntu giúp nó trở thành lựa chọn ổn định cho doanh nghiệp và người dùng muốn tránh nâng cấp thường xuyên?
843,Khóa bí mật trong tài liệu Public_283 được hiểu là gì?,tra_cuu,Khóa bí mật trong cặp khóa không đối xứng được dùng để làm gì?
844,"Theo tài liệu, giao thức SSL/TLS được xây dựng dựa trên phiên bản nào của SSL?",tra_cuu,Giao thức TLS được phát triển dựa trên phiên bản nào của giao thức SSL?
846,Zoiper được biết đến là loại phần mềm gì?,tra_cuu,Zoiper có chức năng chính nào?
847,"Theo tài liệu, Estuary Flow sử dụng tính năng nào của MySQL để sao chép dữ liệu hiệu quả về chi phí?",tra_cuu,Estuary Flow tận dụng tính năng nào của MySQL để thực hiện sao chép dữ liệu một cách tiết kiệm chi phí?
849,"Trong hệ sinh thái Tableau, thành phần nào cho phép người dùng chuẩn bị và làm sạch dữ liệu trước khi phân tích?",tra_cuu,"Trong các công cụ của Tableau, thành phần nào giúp người dùng xử lý và cải thiện chất lượng dữ liệu trước khi phân tích?"
851,"Nếu Spike Testing thất bại liên tục, điều gì xảy ra khi một số lượng lớn người dùng truy cập cùng một lúc vào một hệ thống thương mại điện tử?",tra_cuu,"Nếu một hệ thống thương mại điện tử không được kiểm tra Spike Testing, điều gì có thể xảy ra khi nhiều người dùng truy cập đồng thời?"
852,"Theo nội dung văn bản, thành phần nào trong Flutter chịu trách nhiệm cung cấp công cụ (ví dụ: trình biên dịch) để biên dịch mã nguồn thành mã gốc (native code) cho từng hệ điều hành, giúp ứng dụng hoạt động mượt mà trên mỗi nền tảng?",tra_cuu,Thành phần nào trong Flutter cung cấp bộ công cụ để phát triển ứng dụng và biên dịch mã nguồn thành mã gốc cho các hệ điều hành khác nhau?
853,"Qua các nội dung trong tài liệu, có thể rút ra nhận định tổng quan nào về lợi ích khi sử dụng Tableau trong doanh nghiệp?",tra_cuu,Những lợi ích nào mà Tableau mang lại cho doanh nghiệp trong việc phân tích và trực quan hóa dữ liệu?
854,"Theo tài liệu, pgloader cho phép thực hiện những tác vụ nào, và pg-chameleon được dùng trong trường hợp nào?",tra_cuu,Pg-chameleon được sử dụng để làm gì trong quá trình sao chép dữ liệu giữa MySQL và PostgreSQL?
855,"Trong lịch sử phát triển mật mã, năm 1977 đánh dấu sự ra đời của giải thuật nào?",tra_cuu,"Năm 1977, giải thuật mã hóa nào được Mỹ công nhận là chuẩn?"
856,Mục đích chính của hệ thống thông tin quản lý và phân bổ giảng đường là gì?,tra_cuu,Chức năng nào của hệ thống thông tin quản lý giảng đường cho phép báo cáo sự cố và thống kê tình trạng sử dụng?
857,Cung cấp tổng quan về Oracle Database dựa trên nội dung trong tài liệu Public_190.,tra_cuu,Oracle Database được phát hành lần đầu vào năm nào?
858,Tóm tắt các nội dung chính của văn bản này,tra_cuu,Những tổ chức nào đã có những kết quả nghiên cứu về xử lý ngôn ngữ tiếng Việt theo đoạn văn trên?
859,"Những công cụ AI nào đã thực sự được phát triển trong giáo dục từ những năm 2000 đến nay, và chúng có vai trò gì?",tra_cuu,Những nền tảng học tập trực tuyến nào bắt đầu trở nên phổ biến từ những năm 2000 và chúng đã thay đổi cách tiếp cận kiến thức của người học như thế nào?
860,Jira được phát triển bởi công ty nào?,tra_cuu,Jira được phát triển bởi công ty nào của Australia?
861,Ba thuộc tính cốt lõi cần bảo vệ trong an toàn thông tin là gì?,tra_cuu,Ba yếu tố chính cần bảo vệ trong lĩnh vực an ninh thông tin là gì?
862,Hãy cho biết các thành phần chính của an toàn thông tin và nêu vai trò của chính sách an toàn thông tin đối với các thành phần đó.,tra_cuu,Hãy cho biết các yếu tố chính tạo nên an toàn thông tin và nêu tầm quan trọng của chính sách an toàn thông tin đối với những yếu tố đó.
863,Hãy xác định phiên bản Tableau miễn phí và đặc điểm nổi bật của phiên bản này.,tra_cuu,Hãy cho biết tên gọi của phiên bản Tableau miễn phí và chức năng chính của phiên bản này.
864,"Theo tài liệu Public_162, điểm khác biệt quan trọng giữa IDS và IPS là gì?",tra_cuu,Điểm khác biệt chính giữa hệ thống phát hiện và hệ thống ngăn chặn tấn công là gì?
865,GraphQL được coi là một ngôn ngữ gì trong lĩnh vực phát triển API?,tra_cuu,GraphQL được xem là loại ngôn ngữ nào trong phát triển các giao diện lập trình ứng dụng?
866,"Theo tài liệu Public_197, những yêu cầu cụ thể nào về cơ sở vật chất được xem là thách thức lớn nhất khi ứng dụng AI?",tra_cuu,"Theo tài liệu Public_197, thách thức nào liên quan đến cơ sở hạ tầng khi triển khai AI được nhấn mạnh?"
867,"Giả sử một start-up có nguồn lực hạn chế nhưng cần ra mắt nhanh một MVP đa nền tảng với mức độ tùy biến giao diện tương đối cao. Dựa trên văn bản, hai yếu tố nào là NHẤT QUYẾT ĐỊNH cho quyết định chọn (hoặc không chọn) Flutter trong trường hợp này? (Chọn 2.)",tra_cuu,"Trong trường hợp một start-up có ngân sách hạn chế và cần phát triển nhanh một sản phẩm khả thi tối thiểu (MVP), hai yếu tố nào là QUYẾT ĐỊNH để xem xét việc sử dụng Flutter? (Chọn 2.)"
868,Tổng quan Devops dành cho người mới bắt đầu là gì?,tra_cuu,DevOps giúp tối ưu hóa điều gì trong quá trình phát triển phần mềm?
869,Mục đích chính của việc xây dựng Cổng kết nối dịch vụ chứng thực chữ ký số công cộng là gì?,tra_cuu,Mục đích chính của Cổng kết nối dịch vụ chứng thực chữ ký số công cộng là gì?
870,Giao diện của phần mềm softphone Zoiper được thiết kế như thế nào để người dùng cảm thấy quen thuộc khi sử dụng?,tra_cuu,Giao diện của Zoiper có những tính năng nào giúp người dùng cảm thấy như đang sử dụng điện thoại thông thường?
871,"Theo tài liệu, chuỗi giá trị băm đầu ra của MD5 có kích thước bao nhiêu bit?",tra_cuu,Chuỗi giá trị băm đầu ra của MD5 có độ dài là bao nhiêu byte?
873,"Theo tài liệu Public_196, các quốc gia nên áp dụng những chiến lược nào để đảm bảo nguồn nước bền vững trong tương lai khi các giải pháp hiện tại không đủ để giải quyết tình trạng khan hiếm nước?",tra_cuu,"Theo tài liệu Public_196, các công nghệ nào có thể được áp dụng để cải thiện quản lý nguồn nước và đáp ứng nhu cầu ngày càng cao?"
874,"Jira cung cấp loại báo cáo nào, và hạn chế gì khi áp dụng cho dự án ngắn hạn (dưới 3 tháng)?",tra_cuu,"Jira có những loại báo cáo nào, và có những giới hạn gì khi áp dụng cho các dự án có thời gian ngắn hơn 3 tháng?"
876,"Trong tài liệu Public_282, cơ sở dữ liệu nào được hệ thống sử dụng để lưu trữ dữ liệu?",tra_cuu,"Trong tài liệu Public_282, hệ quản trị cơ sở dữ liệu nào được sử dụng để lưu trữ thông tin?"
877,"Sau khi khách hàng xác thực OTP thành công, hệ thống sẽ thực hiện bước nào tiếp theo?",tra_cuu,"Sau khi khách hàng nhập mã OTP và xác thực thành công, màn hình nào sẽ được hiển thị tiếp theo?"
878,"Hãy xác định (i) năm xuất hiện khái niệm mã hóa khóa bất đối xứng, và (ii) tên của hai nhà khoa học đề xuất nó.",tra_cuu,"Hãy cho biết (i) năm khái niệm mã hóa khóa công khai lần đầu được giới thiệu, và (ii) tên của hai nhà nghiên cứu đã phát triển nó."
879,"Theo Thông tư, “cặp khóa bất đối xứng” trong phần mềm ký số bao gồm những thành phần nào?",tra_cuu,"Theo Thông tư, ""cặp khóa bất đối xứng"" bao gồm những thành phần nào?"
880,"Trung tâm dữ liệu đã có tường lửa, IDS/IPS và sao lưu định kỳ. Sự cố gần đây cho thấy một máy chủ bị cài mã độc qua tài khoản quản trị mặc định của thiết bị IoT trong mạng nội bộ. Nếu chỉ được chọn một biện pháp bổ sung ngay lập tức, biện pháp nào giảm nguy cơ lặp lại sự cố tương tự một cách trực tiếp và hiệu quả nhất?",tra_cuu,"Trung tâm dữ liệu hiện có một số biện pháp bảo mật, nhưng sự cố gần đây cho thấy cần bổ sung thêm. Biện pháp nào sau đây sẽ giúp ngăn chặn hiệu quả việc xâm nhập qua thiết bị IoT trong mạng nội bộ?"
881,Mô tả chi tiết ưu điểm của Kafka về tính mã nguồn mở và khả năng xử lý dữ liệu lớn.,tra_cuu,Liệt kê những lợi ích của Kafka liên quan đến tính mở và khả năng xử lý dữ liệu lớn.
882,"Hãy xác định (i) tên 2 nhà mật mã học đã phát triển Rijndael – cơ sở của AES, và (ii) năm AES được NIST công nhận là chuẩn mã hóa dữ liệu.",tra_cuu,"Hãy cho biết (i) tên 2 nhà nghiên cứu đã phát triển thuật toán Rijndael, và (ii) năm mà AES được công nhận là tiêu chuẩn mã hóa dữ liệu bởi NIST."
883,SQL Server được sử dụng chủ yếu để quản lý và truy vấn dữ liệu quan hệ trong các hệ thống doanh nghiệp như thế nào?,tra_cuu,SQL Server được thiết kế với mục đích gì trong việc quản lý dữ liệu cho các tổ chức?
884,"Từ tài liệu Public_193, những kiến thức và kỹ năng nào là cần thiết cho một kỹ sư DevOps khi tập trung vào một giai đoạn cụ thể trong roadmap DevOps?",tra_cuu,Những kỹ năng nào là cần thiết cho một kỹ sư DevOps khi tham gia vào quá trình phát triển sản phẩm?
885,Các loại hệ thống thông tin (HTTT) được văn bản phân loại trong doanh nghiệp có thể nhóm lại thành những loại nào?,tra_cuu,Các loại hệ thống thông tin mà dự án có thể phát triển trong doanh nghiệp bao gồm những loại nào?
886,"Hãy xác định hai kỹ thuật phát hiện xâm nhập chính của IDS, và  nhược điểm tương ứng của mỗi kỹ thuật.",tra_cuu,Hãy chỉ ra hai phương pháp phát hiện xâm nhập chính của hệ thống IDS và nêu ra nhược điểm tương ứng của từng phương pháp.
887,"Theo quan điểm hệ thống trong dự án HTTT, yếu tố nào được xem là quan trọng nhất để quyết định hiệu quả toàn bộ hệ thống?",tra_cuu,Yếu tố nào được cho là có tác động lâu dài đến sự thành công của các dự án trong tổ chức?
888,Tóm tắt các nội dung chính của văn bản Public_182 về tấn công DoS/DDoS.,tra_cuu,Phân loại các kiểu tấn công DDoS được mô tả trong văn bản là gì?
889,Phần mềm ký số cần hỗ trợ định dạng dữ liệu nào theo Phụ lục I của tài liệu Public_257?,tra_cuu,Phần mềm ký số phải tuân thủ những tiêu chuẩn nào theo Phụ lục I của Thông tư liên quan đến chứng thư chữ ký số?
890,Tóm tắt những ảnh hưởng của đại dịch COVID-19 đến việc áp dụng công nghệ trong giáo dục là gì?,tra_cuu,Những thay đổi nào trong nhận thức về công nghệ giáo dục đã xảy ra do ảnh hưởng của đại dịch COVID-19?
891,"Theo tài liệu Public_167, chuẩn ISO/IEC 27001:2005 tập trung vào nội dung nào?",tra_cuu,Chuẩn ISO/IEC 27001:2005 chú trọng vào các bước nào trong chu trình quản lý an toàn thông tin?
892,"Theo báo cáo của WHO và UNICEF, đến năm 2030, tình trạng khan hiếm nước sẽ khiến bao nhiêu triệu người phải di dời?",tra_cuu,"Theo dự báo của WHO và UNICEF, đến năm 2030, số lượng người sẽ phải rời bỏ nơi ở do thiếu nước là bao nhiêu triệu?"
894,"Theo tài liệu, quá trình kiểm tra chữ ký số gồm bước so sánh hai chuỗi đại diện MD1 và MD2. Nếu một kẻ tấn công thay đổi nội dung thông điệp trong quá trình truyền nhưng không có khóa riêng của người gửi, điều gì sẽ xảy ra?",tra_cuu,"Nếu một kẻ tấn công chỉnh sửa nội dung của thông điệp nhưng không có khóa riêng của người gửi, kết quả của việc so sánh chuỗi đại diện MD1 và MD2 sẽ như thế nào?"
895,Các phiên bản của Oracle Database,tra_cuu,Các loại phiên bản của Oracle Database bao gồm những gì?
896,Những yếu tố nào theo văn bản trực tiếp góp phần rút ngắn thời gian phát triển khi dùng Flutter (chọn mọi đáp án phù hợp)?,tra_cuu,Những lợi ích nào của Flutter giúp rút ngắn thời gian phát triển ứng dụng (chọn mọi đáp án phù hợp)?
897,"Theo tài liệu, thành phần nào trong chứng chỉ số đóng vai trò ký để đảm bảo tính xác thực và toàn vẹn?",tra_cuu,Thành phần nào trong chứng chỉ số được sử dụng để xác thực và đảm bảo dữ liệu không bị thay đổi?
898,Tóm tắt các nội dung chính của văn bản về Apache Kafka.,tra_cuu,Apache Kafka được phát triển lần đầu bởi công ty nào và vào năm nào?
899,Tóm tắt các bước cài đặt SQL Server 2022,tra_cuu,Các bước cần thực hiện để tải về phiên bản Express của SQL Server 2022 là gì?
900,"Qua các dạng phần mềm độc hại được trình bày (virus, sâu, trojan, backdoor, rootkit, spyware, adware, zombie, bom logic…), có thể rút ra nhận định tổng quan nào về đặc điểm chung của phần mềm độc hại?",tra_cuu,"Từ các loại phần mềm độc hại đã đề cập, có thể nhận ra đặc điểm chung nào của chúng?"
901,"Trong cấu trúc tệp BMP, phần nào có kích thước 14 byte và lưu trữ thông tin tổng quát về tệp hình ảnh bitmap?",tra_cuu,Phần nào trong tệp BMP có dung lượng 14 byte và chứa thông tin tổng quát về tệp ảnh bitmap?
902,"Khi muốn tạo một nhóm làm việc mới trên Tableau, bước cuối cùng mà người dùng cần thực hiện là gì?",tra_cuu,"Khi đã nhập tên và chọn vai trò cho nhóm, bước tiếp theo để hoàn thành việc tạo nhóm làm việc trên Tableau là gì?"
903,"Theo tài liệu, MD5 tạo chuỗi giá trị băm 128 bit, SHA1 tạo chuỗi 160 bit. Nếu một ứng dụng yêu cầu độ dài băm tối thiểu 160 bit để đảm bảo an toàn, hệ quả nào có thể xảy ra nếu vẫn sử dụng MD5 thay vì SHA1?",tra_cuu,"Theo tài liệu, MD5 tạo ra giá trị băm có chiều dài bao nhiêu bit và tại sao nó hiện không được khuyến nghị sử dụng?"
904,"Nội dung chính của tài liệu “Trí tuệ nhân tạo trong kế toán, kiểm toán” là gì?",tra_cuu,"Nội dung chính của tài liệu “Trí tuệ nhân tạo trong kế toán, kiểm toán” nhấn mạnh điều gì về việc ứng dụng công nghệ này?"
905,"Hãy xác định (i) hai phương pháp phát hiện tấn công thường được sử dụng trong IDS, và (ii) nhược điểm của mỗi phương pháp.",tra_cuu,"Hãy xác định (i) hai phương pháp phát hiện xâm nhập thường được áp dụng trong IDS, và (ii) một nhược điểm của từng phương pháp."
906,"Nếu một công ty thương mại điện tử muốn phân tích xu hướng mua hàng trong nhiều năm mà dữ liệu giao dịch chứa nhiều bản ghi trùng lặp, bước nào trong ETL sẽ quan trọng nhất để giải quyết vấn đề này?",tra_cuu,"Nếu một doanh nghiệp thương mại điện tử muốn cải thiện chất lượng dữ liệu giao dịch để phân tích xu hướng mua sắm, bước nào trong quy trình ETL sẽ quan trọng nhất để loại bỏ các bản ghi lặp lại?"
907,"Nếu AI không được áp dụng trong giáo dục, điều gì có thể xảy ra với khả năng tiếp cận giáo dục của học sinh ở vùng sâu vùng xa?",tra_cuu,"Nếu không có sự tham gia của AI trong giáo dục, điều gì có thể xảy ra với khả năng tiếp cận giáo dục của trẻ em ở những khu vực khó khăn?"
908,"Theo văn bản, những đặc điểm nào sau đây phản ánh tính phân tán nổi bật của Git?",tra_cuu,"Theo đoạn văn, Git cho phép người dùng làm gì khi không có kết nối mạng?"
909,"Qua quá trình cấp và sử dụng chứng chỉ số trong PKI được mô tả, những điểm rút ra chính nào có thể được xác định?",tra_cuu,Những thành phần chính nào cấu thành nên hạ tầng khóa công khai (PKI)?
910,Các thành phần chính của SQL Server là gì?,tra_cuu,Các thành phần chính của Engine quản lý dữ liệu trong SQL Server là gì?
911,Kubernetes được Google mở mã nguồn từ khi nào?,tra_cuu,Kubernetes được phát hành mã nguồn công khai vào năm nào?
912,Vai trò của an toàn thông tin trong bối cảnh chuyển đổi số và các mối đe dọa mạng gia tăng được thể hiện rõ nhất ở khả năng bảo vệ dữ liệu và đảm bảo hoạt động liên tục?,tra_cuu,Vai trò của trí tuệ nhân tạo trong việc nâng cao khả năng bảo mật mạng và ứng phó với các mối đe dọa hiện đại được thể hiện như thế nào trong bối cảnh chuyển đổi số?
913,"Theo tài liệu Public_178, đặc điểm nào sau đây không phải của một dự án?",tra_cuu,"Theo đoạn văn, một yếu tố nào sau đây không phải là đặc điểm của một dự án?"
914,"Trong các giao thức con của SSL/TLS, giao thức nào đảm nhiệm việc tạo đường hầm an toàn để vận chuyển dữ liệu, đảm bảo tính bí mật và toàn vẹn?",tra_cuu,"Trong các giao thức con của SSL/TLS, giao thức nào chịu trách nhiệm vận chuyển dữ liệu một cách an toàn, đảm bảo tính toàn vẹn và bí mật?"
915,Các bước chính để implement transactional outbox pattern theo tài liệu là gì?,tra_cuu,Bước đầu tiên trong việc triển khai mô hình outbox transactional là gì?
916,Thông tư Public_257 quy định những yêu cầu kỹ thuật nào đối với phần mềm ký số và phần mềm kiểm tra chữ ký số?,tra_cuu,Thông tư Public_257 quy định nội dung nào liên quan đến yêu cầu kỹ thuật của phần mềm ký số và phần mềm kiểm tra chữ ký số?
917,"Để đạt được Mục tiêu Phát triển Bền vững số 6 (SDG 6) về nước sạch và vệ sinh vào năm 2030, những yếu tố nào cần được tăng cường, và chúng đóng vai trò gì?",tra_cuu,Những yếu tố nào cần được cải thiện để đảm bảo nguồn nước và vệ sinh an toàn vào năm 2030 theo báo cáo của UN-Water 2021?
919,"Theo tài liệu, phát hiện bất thường có thể tạo ra nhiều báo động giả, còn phát hiện dựa trên chữ ký lại không phát hiện được tấn công chưa có mẫu. Nếu một tổ chức muốn giảm thiểu cả hai hạn chế này, giải pháp hợp lý nhất là gì?",tra_cuu,"Nếu một tổ chức muốn phát hiện các hành vi tấn công mới mà không tạo ra nhiều báo động giả, phương pháp nào nên được áp dụng?"
920,"Trong Git, đâu là mô tả đầy đủ và chính xác nhất về mối quan hệ giữa Branch, Merge, và Master theo văn bản?",tra_cuu,"Trong Git, nhánh nào thường được gọi là nhánh chính đại diện cho phiên bản ổn định nhất của dự án?"
921,"Theo hướng dẫn trong tài liệu, để đăng nhập tài khoản Tableau người dùng cần truy cập vào địa chỉ nào?",tra_cuu,"Để tiến hành đăng nhập vào tài khoản Tableau, người dùng cần truy cập vào liên kết nào?"
922,"Nếu một hệ thống vẫn sử dụng DES với khóa hiệu dụng 56 bit trong bối cảnh tốc độ tính toán ngày nay đã tăng nhanh, nguy cơ nào là hiện hữu nhất?",tra_cuu,"Khi sử dụng DES với khóa 56 bit trong bối cảnh công nghệ tính toán hiện đại, rủi ro nào đáng lo ngại nhất?"
923,"Nếu khách hàng không xác thực OTP trong vòng 72 giờ, trạng thái yêu cầu sẽ được hệ thống cập nhật như thế nào?",tra_cuu,"Nếu yêu cầu không được xác thực trong vòng 72 giờ, hệ thống sẽ cập nhật trạng thái yêu cầu thành gì?"
924,Hãy xác định  số lượng vùng trong hạ tầng CNTT được mô tả trong tài liệu và nêu tên một nguy cơ điển hình của vùng WAN.,tra_cuu,Hãy xác định số lượng khu vực trong hạ tầng CNTT được nêu trong văn bản và cho biết một nguy cơ điển hình của khu vực WAN.
925,Có mấy bước cài đặt Driver Nvidia sử dụng Repository chuẩn theo phương pháp cài đặt qua dòng lệnh,tra_cuu,Có mấy bước để cài đặt Driver Nvidia qua dòng lệnh sử dụng Repository chuẩn?
